Y,tid,age25_250,age25_onegrid,age25_threegrid,age25_twogrid,age35_250,age35_onegrid,age35_threegrid,age35_twogrid,atmj1000,atmj1500,atmj250,atmj500,atmj750,local_250,local_onegrid,local_threegrid,local_twogrid,non_local_250,non_local_onegrid,non_local_threegrid,non_local_twogrid,people_250,people_onegrid,people_threegrid,people_twogrid,rich1_250,rich1_onegrid,rich1_threegrid,rich1_twogrid,路网可达性,网吧j1000,网吧j1500,网吧j250,网吧j500,网吧j750,医院j1000,医院j1500,医院j250,医院j500,医院j750,娱乐场所j1000,娱乐场所j1500,娱乐场所j250,娱乐场所j500,娱乐场所j750,住宅区j1000,住宅区j1500,住宅区j250,住宅区j500,住宅区j750
2.570642142,2837,0.24964539,0.326057807,0.287362301,0.290148699,0.132624113,0.135280095,0.149036108,0.150212427,182,388,14,43,98,0.75248227,0.782851609,0.716080171,0.762878386,0.165248227,0.181466031,0.237652999,0.189192777,1410,13424,65360,37660,0,0,0,0,16.8381469,13,26,0,1,3,92,182,30,39,70,41,105,0,6,16,343,672,30,95,211
2.588680341,2838,0.377588307,0.32247658,0.29125519,0.302748867,0.126674787,0.144363794,0.154196669,0.156117723,167,351,14,45,97,0.832521315,0.788820646,0.755913594,0.794581943,0.115712546,0.17662386,0.200805586,0.166799462,1642,16119,64301,40162,0,0,0,0,19.27801582,11,23,0,2,2,96,174,32,49,64,35,97,0,8,12,336,681,32,84,210
2.701962985,2839,0.331764706,0.327084296,0.295273794,0.300834176,0.203529412,0.15987854,0.15994133,0.160187058,171,324,8,46,94,0.867058824,0.82909763,0.768921121,0.794287159,0.12,0.140207274,0.192079531,0.168452983,850,15149,61360,39560,0,0,0,0,20.36269241,10,21,1,2,2,91,178,40,50,62,32,90,3,6,12,306,655,37,90,196
2.798717196,2840,0.297719595,0.302314275,0.294389106,0.298362818,0.162162162,0.174154026,0.166116898,0.168334432,157,297,7,39,92,0.891469595,0.852975496,0.768707041,0.794191014,0.087837838,0.117852975,0.19344827,0.165983313,2368,10284,61541,34877,0,0,0,0,20.11295937,11,17,0,2,2,93,178,12,51,63,35,79,2,6,13,305,641,51,100,186
2.806936837,2841,0.263681592,0.294691499,0.286798076,0.283164479,0.211442786,0.174204992,0.180434194,0.181104236,146,288,5,30,87,0.868159204,0.822374256,0.77203143,0.791459849,0.104477612,0.145952109,0.191983337,0.171890936,402,7893,59052,29414,0,0,0,0,19.47984566,7,21,0,2,3,89,167,7,23,57,28,85,1,7,14,307,618,48,117,192
2.735979412,2842,0.278321678,0.275351014,0.272223274,0.272529251,0.16993007,0.181435257,0.195244572,0.194859348,122,257,7,25,77,0.711888112,0.725117005,0.754807941,0.747137167,0.263636364,0.239625585,0.210481913,0.215241474,1430,6410,58081,32136,0,0,0,0,19.64286766,5,24,0,1,3,90,145,4,17,32,23,80,0,8,14,298,582,36,109,216
2.599841575,2843,0.293157076,0.274054917,0.259888424,0.255247828,0.210730949,0.191450521,0.209571816,0.210824356,107,233,11,26,53,0.67962675,0.692401308,0.741761889,0.691834543,0.287713841,0.276260744,0.225088346,0.270283464,1286,13147,55747,30727,0,0,0,0,19.85781662,10,24,0,1,1,49,144,5,12,30,29,73,4,8,11,308,544,41,105,211
2.421940262,2844,0.2696,0.266437447,0.247289603,0.249467896,0.200266667,0.208348414,0.217182747,0.213787395,85,200,10,27,58,0.688,0.676679937,0.693822635,0.666548421,0.283733333,0.297563035,0.272599641,0.29895353,3750,16578,51284,33828,0,0,0,0,21.02048004,13,20,0,1,8,47,120,5,19,21,31,62,5,7,22,306,496,46,107,194
2.232701256,2845,0.248185776,0.261714493,0.248115602,0.247105396,0.222786647,0.211284659,0.214860379,0.214840611,71,163,9,28,53,0.63425254,0.651168422,0.663464167,0.655951424,0.337445573,0.32213343,0.303788323,0.3121112,1378,16518,51210,33597,0,0,0,0,26.25842499,13,17,0,8,13,29,89,11,16,24,30,51,4,19,27,285,490,43,103,197
2.060912214,2846,0.264797508,0.241879195,0.241285505,0.234925021,0.208722741,0.207516779,0.219335109,0.220648764,68,144,9,29,44,0.582554517,0.630067114,0.644384826,0.649339435,0.395638629,0.339865772,0.326329218,0.320294736,321,11175,53302,34743,0,0,0,0,29.25365852,13,15,3,8,13,27,67,10,17,21,32,47,6,19,28,255,470,35,109,184
1.931596613,2847,0.186528497,0.202706219,0.22015082,0.195298024,0.110103627,0.186703097,0.18636399,0.170825613,56,119,10,22,43,0.571243523,0.634660422,0.645214958,0.665639964,0.332901554,0.331381733,0.329036772,0.310344828,772,7686,64315,41557,0,0,0,0,30.16886187,13,16,7,8,12,24,50,10,15,18,30,43,11,17,27,223,421,37,100,180
1.85683728,2848,0.120706575,0.122729135,0.219512195,0.196705302,0.110893032,0.116582434,0.185584525,0.164246614,53,107,13,22,31,0.757605496,0.783704412,0.643582843,0.666418236,0.228655545,0.194372354,0.331656854,0.308190486,1019,14642,59450,38911,0,0,0,0,26.77987911,13,17,6,8,12,23,38,3,11,15,28,48,9,18,23,208,367,44,93,147
1.790190187,2849,0.080669534,0.138983051,0.221146502,0.19445187,0.072532837,0.13285528,0.174438588,0.153999228,44,89,12,18,34,0.856561665,0.799478488,0.632275435,0.668003208,0.131930722,0.179856584,0.342499236,0.305652084,8603,15340,52368,33669,0,0,0,0,26.42648239,14,17,0,7,13,19,32,3,3,12,25,43,4,16,24,181,299,45,84,129
1.610960584,2850,0.254237288,0.15537623,0.223380427,0.195381033,0.269067797,0.123522333,0.169839766,0.151169096,43,78,4,12,28,0.76059322,0.786720464,0.632279462,0.670196816,0.209745763,0.192751469,0.342587009,0.304315927,472,14127,46432,31349,0,0,0,0,28.59771103,14,16,0,1,9,13,27,0,3,4,25,39,3,5,18,153,245,29,68,111
1.279543268,2851,0.303514377,0.299285998,0.218574649,0.202041732,0.156549521,0.204879016,0.167258165,0.133759629,32,55,3,6,22,0.392971246,0.635858786,0.641695842,0.663450752,0.584664537,0.331614439,0.333629083,0.310709745,313,5042,41702,26742,0,0,0,0,31.23140495,9,16,0,0,3,4,20,0,0,4,18,34,2,3,7,125,207,9,45,92
0.872159878,2852,0.33125,0.337468983,0.216269965,0.288912134,0.23125,0.174051755,0.151824001,0.201569038,28,49,0,3,11,0.55,0.52180078,0.649555652,0.597384937,0.428125,0.451258419,0.324684606,0.364958159,320,2821,32182,9560,0,0,0,0,33.50206909,3,16,0,0,2,4,17,0,0,1,7,34,0,2,5,101,164,3,19,61
0.461061927,2853,0.475177305,0.348511384,0.288700248,0.307539683,0.14893617,0.190309399,0.210859294,0.175485009,15,38,0,0,8,0.673758865,0.584354933,0.601665732,0.511904762,0.29787234,0.389959136,0.361576039,0.452380952,141,1713,12487,4536,0,0,0,0,34.21482773,2,13,0,0,2,1,4,0,0,1,5,29,0,0,4,68,134,2,6,29
0.164834818,2854,0.418604651,0.36997319,0.300788782,0.313924939,0.162790698,0.191689008,0.194040316,0.18554893,8,35,0,0,0,0.581395349,0.6769437,0.519018405,0.528235707,0.418604651,0.302949062,0.445048203,0.441248685,43,746,5705,2851,0,0,0,0,34.38127762,2,4,0,0,1,1,4,0,0,0,4,15,0,0,1,34,108,2,2,12
0.028669635,2855,0,0.391304348,0.308968232,0.303760282,1,0.137681159,0.199887546,0.188014101,5,28,0,0,0,1,0.550724638,0.520382345,0.534077556,0,0.420289855,0.452066348,0.438307873,4,138,3557,1702,0,0,0,0,34.39704376,1,3,0,0,0,1,1,0,0,0,1,13,0,0,0,15,79,0,2,2
0.001752621,2856,0,0.192982456,0.293869911,0.35620915,0,0.263157895,0.196537202,0.179738562,0,14,0,0,0,1,0.473684211,0.494150679,0.545751634,0,0.526315789,0.480112307,0.428104575,4,57,2137,306,0,0,0,0,34.46876068,0,3,0,0,0,0,1,0,0,0,0,9,0,0,0,5,47,0,0,2
0,2857,0,0,0.316582915,0.326829268,0.875,0.225806452,0.217336683,0.214634146,0,5,0,0,0,0.5,0.612903226,0.350502513,0.512195122,0.5,0.387096774,0.634422111,0.468292683,8,31,796,205,0,0,0,0,34.51503677,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,3,29,0,0,0
0,2859,0.5,0.422535211,0.320338983,0.386792453,0.5,0.154929577,0.238983051,0.226415094,0,0,0,0,0,0.5,0.577464789,0.277966102,0.514150943,0.5,0.422535211,0.708474576,0.466981132,8,71,590,212,0,0,0,0,36.22341873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,3
0,2860,0.388888889,0.441176471,0.344036697,0.355345912,0.388888889,0.220588235,0.198776758,0.189727463,0,0,0,0,0,0.611111111,0.558823529,0.504587156,0.611111111,0.388888889,0.441176471,0.464831804,0.346960168,18,68,1308,954,0,0,0,0,36.36883026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,3,6
0,2862,0.213740458,0.350453172,0.365551425,0.370696557,0.160305344,0.1918429,0.176579926,0.179343475,0,0,0,0,0,0.778625954,0.651057402,0.5755886,0.646116894,0.13740458,0.311178248,0.392193309,0.315452362,131,662,1614,1249,0,0,0,0,36.75750443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,6,6
0,2863,0.65625,0.362784471,0.350993377,0.347000759,0.21875,0.184738956,0.180614088,0.186788155,0,0,0,0,0,0.65625,0.670682731,0.624924744,0.661351557,0.34375,0.285140562,0.341360626,0.302201974,32,747,1661,1317,0,0,0,0,36.89284225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,6,6
0,2864,0,0.336956522,0.354660783,0.348158443,0.181818182,0.184782609,0.17539989,0.175816539,0,0,0,0,0,0.818181818,0.77173913,0.649751793,0.669214732,0,0.199275362,0.315499173,0.292564281,22,276,1813,1439,0,0,0,0,37.72297318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,6,6
0,2865,0.222222222,0.292372881,0.349112426,0.349693252,0,0.173728814,0.16765286,0.157055215,0,0,0,0,0,0.611111111,0.792372881,0.661242604,0.712883436,0.388888889,0.173728814,0.305719921,0.258895706,18,236,2028,815,0,0,0,0,39.68870026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,3,6
0,2866,0.466666667,0.328638498,0.372347707,0.374002281,0.266666667,0.14084507,0.162217659,0.15963512,0,0,0,0,0,1,0.755868545,0.638603696,0.656784493,0,0.244131455,0.34017796,0.316989738,15,213,1461,877,0,0,0,0,40.03765823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,4
0,2867,0.785714286,0.524475524,0.344246032,0.327459618,0,0.167832168,0.176587302,0.189427313,0,0,0,0,0,0.5,0.590909091,0.566468254,0.533039648,0.5,0.409090909,0.407242063,0.43979442,14,286,2016,1362,0,0,0,0,40.32231536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,1,4
0,2868,0.825,0.365853659,0.332632685,0.344460227,0.175,0.203991131,0.183920126,0.183238636,0,0,0,0,0,0.45,0.451219512,0.554387809,0.522017045,0.55,0.524390244,0.419863374,0.446022727,40,902,1903,1408,0,0,0,0,40.60130732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,1,4
0,2869,0.263525305,0.343845371,0.335429769,0.334996436,0.22513089,0.209562564,0.171907757,0.181040627,0,0,0,0,0,0.378708551,0.454730417,0.536163522,0.502494654,0.589877836,0.514750763,0.434486373,0.465431219,573,983,1908,1403,0,0,0,0,40.85939745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,1,5
0,2870,0.336363636,0.300322928,0.32183908,0.334103156,0.2,0.193756728,0.181718664,0.197844496,0,0,0,0,0,0.6,0.470398278,0.529282978,0.482678984,0.363636364,0.48977395,0.435686918,0.485758276,110,929,1827,1299,0,0,0,0,41.08415161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,2,5
4.606301528,2950,0.276475344,0.264835594,0.280496713,0.265611905,0.202910267,0.156590186,0.152366504,0.156563476,164,231,32,61,107,0.455941795,0.474292413,0.533198479,0.52337659,0.511721908,0.475129794,0.40954468,0.42042309,1237,17913,53391,39377,0,0,0,0,13.02132259,16,24,3,6,10,47,64,6,14,24,52,70,12,23,34,260,446,38,109,181
5.036970858,2951,0.297099033,0.253047922,0.265331849,0.261302233,0.131043681,0.158854062,0.151010118,0.155191823,182,263,45,83,147,0.464821607,0.533698145,0.549114305,0.53962536,0.501167056,0.408320927,0.3935693,0.405326909,2999,24853,61082,44416,0,0,0,0,13.76462898,16,24,5,6,12,54,66,6,12,40,55,74,16,27,43,316,494,40,139,214
5.010400894,2952,0.251096491,0.252988591,0.265687473,0.266136112,0.123903509,0.150928702,0.150080378,0.154032597,186,292,52,93,155,0.620614035,0.561699311,0.570877015,0.570193519,0.339364035,0.377750088,0.374191066,0.379613726,1824,25681,72781,52398,0,0,5.50E-05,0,13.29872742,16,24,4,8,10,50,127,5,24,38,54,91,17,27,41,349,526,60,151,255
4.671933303,2953,0.284448026,0.256782783,0.263877954,0.264671972,0.164383562,0.147462737,0.151653997,0.151341032,193,345,47,95,150,0.685737309,0.640554346,0.588920869,0.599391385,0.269943594,0.300452186,0.356909614,0.347118529,1241,23884,77479,52907,0,0,5.16E-05,0,14.09851917,12,35,5,7,9,47,143,14,28,36,51,114,15,26,39,382,562,78,172,255
4.206377803,2954,0.285748909,0.279962437,0.266198629,0.264708506,0.152447891,0.142681066,0.14769804,0.148177885,210,365,40,68,152,0.681774115,0.670736002,0.608673062,0.658771578,0.269752787,0.285009978,0.335517228,0.28658727,4126,17038,78911,44838,0,0,5.07E-05,0,15.19646042,9,39,3,6,7,76,170,16,22,33,48,136,8,19,34,373,609,78,166,259
3.74184551,2955,0.299655568,0.296325826,0.266577379,0.276695553,0.161882893,0.146036808,0.144659159,0.143322717,226,390,22,70,125,0.785304248,0.709122317,0.654006997,0.679529911,0.177956372,0.249817288,0.291204286,0.273831568,871,15051,73172,40503,0,0,5.47E-05,0,15.4617614,12,40,2,4,6,109,167,14,23,59,50,145,4,12,30,368,659,64,152,252
3.38965689,2956,0.291353383,0.303738769,0.277822586,0.295446694,0.178571429,0.145010144,0.143510068,0.142679472,207,400,21,58,123,0.813909774,0.771229833,0.678029177,0.69667657,0.146616541,0.188290986,0.271822954,0.260438978,532,10351,70671,43419,0,0,5.66E-05,0,14.24599689,16,35,0,3,7,117,174,3,43,65,53,135,0,10,25,367,678,51,142,228
3.334942728,2957,0.292105263,0.3089701,0.286553038,0.300431773,0.139035088,0.143910542,0.146334188,0.148081144,205,391,13,51,126,0.778947368,0.758771574,0.686273712,0.713727477,0.194736842,0.20298193,0.265793434,0.244976723,2280,12341,73749,41457,0,0,5.42E-05,0,16.13991566,15,26,0,1,11,133,173,12,38,74,55,116,2,6,28,346,680,33,121,223
3.47762906,2958,0.323144105,0.301820728,0.289677126,0.310560512,0.14628821,0.15105042,0.151170642,0.151207331,216,356,18,56,124,0.777292576,0.754761905,0.712527733,0.739623739,0.199781659,0.209663866,0.24119779,0.225465477,916,14280,72567,41248,0,0,0,0,18.40993408,14,23,1,2,10,138,183,20,46,71,53,103,5,10,26,347,696,30,115,214
3.638258888,2959,0.283844992,0.30911236,0.291504387,0.308284578,0.173628586,0.161843292,0.154561666,0.158802523,200,336,13,55,128,0.782083543,0.787840933,0.717882873,0.74001469,0.184197282,0.181622597,0.237420643,0.225641415,1987,14409,70095,39483,0,0,0,0,20.41306648,12,21,1,2,10,124,187,22,48,78,49,99,4,11,28,342,683,35,112,205
3.66901144,2960,0.285314685,0.290854095,0.290415461,0.304640082,0.226573427,0.176152193,0.16019959,0.16963526,184,315,12,50,126,0.882517483,0.789142721,0.722111674,0.747887004,0.068531469,0.177823768,0.234970453,0.216461512,715,12563,66336,35258,0,0,0,0,20.44425247,12,20,1,1,9,113,192,9,41,82,51,90,2,9,27,339,648,55,110,205
3.571442551,2961,0.253012048,0.281409839,0.283944601,0.278267101,0.234939759,0.181251744,0.174796812,0.192846266,172,291,8,50,109,0.722891566,0.768808705,0.726116552,0.74460335,0.234939759,0.191016461,0.232113943,0.219030842,166,10753,63611,33493,0,0,0,0,19.77392593,12,22,0,2,5,99,177,8,20,73,44,91,3,8,22,334,631,62,124,202
3.351953972,2962,0.265745008,0.262321304,0.270218006,0.265751608,0.173579109,0.197340798,0.191180603,0.208656536,144,269,12,48,86,0.622119816,0.698890333,0.72284019,0.727587301,0.302611367,0.256822953,0.236979984,0.235733441,651,10003,60503,34679,0,0,0,0,19.953582,7,26,1,1,2,89,177,6,16,38,30,91,4,11,16,311,614,57,134,216
3.027161424,2963,0.270127916,0.264082752,0.256334178,0.247326877,0.191121144,0.20887338,0.209652767,0.227033533,110,244,19,42,67,0.681715576,0.672420239,0.722932513,0.693136651,0.297215952,0.287637089,0.239484994,0.270727201,1329,16048,55611,35726,0,0,0,0,19.16770866,6,24,1,1,1,60,147,9,14,35,29,86,8,9,13,301,595,55,132,214
2.647027356,2964,0.296661608,0.256159642,0.243759265,0.241245029,0.198027314,0.225717776,0.219428797,0.22868504,98,212,14,41,55,0.66047041,0.670281002,0.683921336,0.675798711,0.314112291,0.297240888,0.27907896,0.289291101,2636,19644,50595,36465,0,0,0,0,18.92230484,9,23,1,1,1,43,128,9,19,24,30,71,6,10,14,301,540,56,138,198
2.250060329,2965,0.250246548,0.245020121,0.242190905,0.234994127,0.234467456,0.228169014,0.219796185,0.228203879,84,175,18,29,57,0.661242604,0.655734406,0.668603806,0.67022892,0.317061144,0.313229376,0.29609182,0.295991749,4056,19880,48181,34903,0,0,0,0,21.73830627,13,20,0,1,9,35,83,14,16,24,34,59,4,9,23,279,528,53,122,197
1.874943199,2966,0.251961639,0.21931285,0.233115914,0.222496485,0.205754141,0.227486,0.223526285,0.227870645,73,148,7,28,49,0.60505667,0.660057515,0.663095262,0.665396032,0.365736704,0.309293174,0.305068804,0.301546633,2294,13214,48907,32005,0,0,0,0,26.10410683,13,17,0,4,9,25,64,10,17,21,35,52,2,13,24,263,490,45,114,187
1.582040058,2967,0.176817289,0.182926829,0.210248346,0.184291277,0.172888016,0.223913442,0.182559352,0.168974498,55,134,11,23,43,0.768172888,0.676966807,0.663612901,0.67615585,0.207269155,0.289840455,0.308322081,0.298754545,1018,10906,58507,38781,0,0,0,0,26.51555104,14,18,0,7,8,22,51,10,13,19,31,58,2,14,23,244,429,41,98,169
1.408664398,2968,0.151459854,0.155204055,0.209776723,0.190058721,0.280109489,0.128943459,0.180476226,0.157720619,60,112,9,23,28,0.678832117,0.704841388,0.661226912,0.675791911,0.289233577,0.271607096,0.312180105,0.297962672,1096,22886,53924,36273,0,0,0,0,26.22001137,14,18,0,6,8,21,42,3,10,14,30,57,3,13,19,218,374,47,83,155
1.272824622,2969,0.24059293,0.171346918,0.207732081,0.191763778,0.205245154,0.13870941,0.167038055,0.149217043,48,92,9,17,34,0.66704675,0.698144467,0.649070809,0.67747026,0.285062714,0.278371438,0.323323886,0.296491867,877,24144,46223,32952,0,0,0,0,26.52136787,14,18,0,3,9,17,33,2,3,11,25,50,3,9,19,189,316,50,80,121
1.070355715,2970,0.283033033,0.179237985,0.207696717,0.196817232,0.219219219,0.115897882,0.159043892,0.148497026,42,77,4,20,27,0.743243243,0.685958805,0.652476259,0.674971869,0.206456456,0.29049415,0.319558336,0.301398489,1332,20682,40121,31105,0,0,0,0,28.28027267,11,16,0,1,6,12,27,0,4,4,26,44,3,5,13,136,272,37,71,115
0.792633392,2971,0.520710059,0.287169043,0.208377547,0.206813731,0.065088757,0.211812627,0.157629457,0.134759635,35,55,0,14,24,0.562130178,0.623421589,0.653756367,0.671581126,0.414201183,0.337678208,0.319476868,0.305509367,169,4910,37696,27063,0,0,0,0,30.46891869,9,15,0,2,2,4,23,0,1,4,21,37,1,6,6,121,224,19,55,86
0.483616393,2972,0.333333333,0.337106918,0.214457984,0.296788943,0.231884058,0.179874214,0.143627824,0.210849008,32,50,0,5,18,0.615942029,0.564150943,0.653687484,0.62859815,0.355072464,0.406289308,0.319084793,0.340642211,138,1590,31512,9623,0,0,0,0,32.53877083,3,15,0,2,2,4,14,0,1,1,12,35,0,4,6,93,169,7,31,61
0.217819263,2973,0.595238095,0.369636964,0.287833607,0.31972265,0.261904762,0.211221122,0.205158789,0.184643041,24,39,0,5,5,0.666666667,0.611661166,0.597510064,0.540061633,0.333333333,0.367436744,0.36640823,0.432973806,42,909,13414,3894,0,0,0,0,33.79676468,3,10,0,2,2,1,5,0,1,1,12,28,0,2,4,65,143,0,17,36
0.066976935,2974,0.456521739,0.4,0.298652983,0.337312113,0.086956522,0.191489362,0.184348942,0.198496905,9,34,0,0,5,0.608695652,0.629787234,0.450160359,0.565870911,0.304347826,0.353191489,0.513534317,0.41290893,46,470,7795,2262,0,0,0,0,34.04661774,3,3,0,0,2,1,4,0,0,1,9,16,0,0,2,40,113,0,4,20
0.00864199,2975,0.379310345,0.358208955,0.311935067,0.324215607,0.137931034,0.184079602,0.187603763,0.213193886,5,28,0,0,0,0.379310345,0.532338308,0.422431286,0.592115849,0.620689655,0.447761194,0.547684929,0.392598552,29,201,5421,1243,0,0,0,0,34.23368057,2,3,0,0,1,1,1,0,0,0,2,16,0,0,1,20,80,0,2,6
0.000240141,2976,0,0.327272727,0.303684581,0.312714777,0,0.236363636,0.189392161,0.223367698,0,15,0,0,0,0,0.536363636,0.38394743,0.37628866,1,0.463636364,0.586482046,0.609965636,4,110,4261,582,0,0,0,0,34.21373993,1,3,0,0,0,0,1,0,0,0,1,12,0,0,0,6,46,0,0,3
0,2977,0,0.34375,0.31075419,0.303308824,0,0.171875,0.193086592,0.231617647,0,7,0,0,0,1,0.640625,0.291550279,0.28125,0,0.359375,0.680865922,0.711397059,4,64,2864,544,0,0,0,0,34.01454208,0,3,0,0,0,0,1,0,0,0,0,6,0,0,0,3,31,0,0,1
0,2978,0,0.348837209,0.297182555,0.327004219,0,0.255813953,0.190274025,0.242616034,0,0,0,0,0,1,0.651162791,0.249324585,0.257383966,0,0.348837209,0.724430722,0.734177215,7,86,2591,474,0,0,0,0,34.15635117,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,12,0,0,0
0,2979,0.5,0.348314607,0.296017699,0.3200883,0,0.247191011,0.20619469,0.25607064,0,0,0,0,0,0.5,0.550561798,0.239380531,0.293598234,0.5,0.449438202,0.733628319,0.706401766,8,89,2260,453,0,0,0,0,34.158526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,3
0,2980,0.363636364,0.368932039,0.345095272,0.354810997,0,0.32038835,0.211714891,0.198453608,0,0,0,0,0,0.363636364,0.514563107,0.488355681,0.527491409,0.636363636,0.485436893,0.483415667,0.441580756,11,103,1417,1164,0,0,0,0,34.49788193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,6
0,2981,0,0.356060606,0.350522648,0.357652657,0,0.200757576,0.193728223,0.191911182,0,0,0,0,0,1,0.678030303,0.542857143,0.568596352,0,0.28030303,0.426480836,0.399682791,4,528,1435,1261,0,0,0,0,35.74133163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,6,6
0,2982,0.477272727,0.379831933,0.359393939,0.375994215,0.238636364,0.189915966,0.184242424,0.174981923,0,0,0,0,0,0.761363636,0.68907563,0.587272727,0.618944324,0.238636364,0.27394958,0.381212121,0.346348518,88,595,1650,1383,0,0,0,0,36.28986084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,6,6
0,2983,0.36,0.376912378,0.340559042,0.351677852,0.14,0.16689847,0.189960068,0.184563758,0,0,0,0,0,0.78,0.706536857,0.63491158,0.647651007,0.22,0.257301808,0.333143183,0.317449664,50,719,1753,1490,0,0,0,0,36.89218765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,6,6
0,2984,0.4375,0.341107872,0.348249027,0.362703681,0.21875,0.16909621,0.176070039,0.169583585,0,0,0,0,0,0.875,0.714285714,0.666828794,0.66083283,0.125,0.274052478,0.300583658,0.307785154,32,343,2056,1657,0,0,0,0,38.86194519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,1,6,6
0,2985,0,0.327635328,0.341569137,0.359180036,0.305555556,0.165242165,0.167750325,0.155080214,0,0,0,0,0,0.888888889,0.737891738,0.680537495,0.685383244,0.111111111,0.250712251,0.288686606,0.296791444,36,351,2307,1122,0,0,0,0,39.59090317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,1,10
0,2986,0.297297297,0.328358209,0.358787198,0.391986063,0.189189189,0.164179104,0.161706906,0.159407666,0,0,0,0,0,0.891891892,0.755223881,0.668725435,0.647212544,0.108108108,0.232835821,0.311622684,0.338850174,37,335,1781,1148,0,0,0,0,39.92211044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,8
0,2987,0.6,0.454767726,0.343013468,0.340597758,0,0.161369193,0.175925926,0.185554172,0,0,0,0,0,0.866666667,0.611246944,0.598484848,0.551681196,0.133333333,0.378973105,0.377525253,0.427148194,30,409,2376,1606,0,0,0,0,40.22642075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,4,5
0,2988,0.5,0.324439701,0.331574318,0.353267571,0.275,0.200640342,0.179419525,0.179408138,0,0,0,0,0,0.3625,0.462113127,0.591908531,0.537607891,0.6375,0.510138741,0.384784521,0.438964242,80,937,2274,1622,0,0,0,0,40.5100267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,1,4,7
0,2989,0.409090909,0.317853457,0.33446232,0.327586207,0.25,0.212590299,0.1638442,0.181650246,0,0,0,0,0,0.659090909,0.438596491,0.578746825,0.513546798,0.340909091,0.530443756,0.391193903,0.456280788,44,969,2362,1624,0,0,0,0,40.78455169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,1,4,9
0,2990,0.268292683,0.276573787,0.313366115,0.321358589,0.097560976,0.197110423,0.177916853,0.190071848,0,2,0,0,0,0.536585366,0.458204334,0.56951274,0.49836708,0.365853659,0.503611971,0.396960215,0.462442848,41,969,2237,1531,0,0,0,0,41.03883489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,1,2,11
0.000250369,2991,0.305263158,0.324675325,0.299915398,0.286416718,0.073684211,0.18961039,0.171319797,0.185003073,0,2,0,0,0,0.621052632,0.571428571,0.557106599,0.521204671,0.305263158,0.38961039,0.398900169,0.424093423,95,385,2364,1627,0,0,0,0,41.25459277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,1,5,5
5.31092557,3070,0.235167206,0.27455659,0.286145802,0.269465338,0.19201726,0.147617911,0.155358499,0.152495426,163,222,22,55,90,0.529665588,0.507516106,0.55049372,0.541929254,0.450916936,0.452000318,0.397360937,0.402673308,927,12573,56611,39352,0,0,0,0,12.01399986,17,24,2,6,10,47,63,5,16,26,53,83,9,21,36,262,438,30,102,186
5.708235283,3071,0.288362919,0.270183049,0.274408728,0.266587757,0.132149901,0.14786795,0.153722706,0.151327691,181,267,32,67,132,0.519526627,0.56210983,0.560164697,0.556803716,0.434714004,0.392286531,0.388140511,0.389240012,2535,18902,61689,44777,0,0,0,0,13.55720795,19,24,4,7,11,51,67,6,15,40,58,95,13,25,40,334,498,49,122,216
5.599221684,3072,0.236333053,0.270825128,0.273408444,0.269905306,0.139192599,0.139769594,0.152282604,0.151136512,190,302,35,98,134,0.646551724,0.584925167,0.580371374,0.58452401,0.270815812,0.365252068,0.369521682,0.365682374,4756,20312,73403,53541,0,0,5.45E-05,7.47E-05,13.05706657,19,29,4,8,12,52,121,5,27,37,62,113,13,27,40,358,530,68,128,260
